metric,family,nativeKind,unit,timeframeMode,transform,legal,operandRequired,sideRequired,chainSuccessors,chainedRankOrderings,rankableSpreadOperands,rankOrderings,spreadOperandCount
REGIME_MOM,regime,classification,,timeless,distance,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,spread,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,rank,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,count,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,aggregate,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_PICK,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_UPBIAS,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_ACC,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_ACC,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_CAPT,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_CAPT,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_PICK_LIVE,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_UPBIAS_LIVE,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_ACC_LIVE,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_CAPT_LIVE,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,value,yes,,,,,,,
SETTLED_AT,crowd,date,,timeless,trajectory,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,distance,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,spread,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,efficiency,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,bandTouch,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,classifyZone,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,maxShare,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,rank,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,crossDetect,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,count,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,nearestZoneType,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,nearestZoneRange,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,nearestZoneDist,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,nearestZoneAge,no,,,,,,,
SETTLED_AT,crowd,date,,timeless,aggregate,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,value,yes,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,trajectory,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,distance,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,spread,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,efficiency,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,bandTouch,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,classifyZone,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,maxShare,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,rank,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,crossDetect,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,count,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,nearestZoneType,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,nearestZoneRange,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,nearestZoneDist,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,nearestZoneAge,no,,,,,,,
FLOW_ALIGN,derived,classification,,timeless,aggregate,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,value,yes,,,,,,,
SMART_RETAIL,derived,classification,,timeless,trajectory,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,distance,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,spread,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,efficiency,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,bandTouch,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,classifyZone,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,maxShare,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,rank,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,crossDetect,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,count,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,nearestZoneType,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,nearestZoneRange,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,nearestZoneDist,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,nearestZoneAge,no,,,,,,,
SMART_RETAIL,derived,classification,,timeless,aggregate,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,value,yes,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,trajectory,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,distance,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,spread,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,efficiency,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,bandTouch,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,classifyZone,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,maxShare,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,rank,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,crossDetect,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,count,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,nearestZoneType,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,nearestZoneRange,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,nearestZoneDist,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,nearestZoneAge,no,,,,,,,
CAPTAIN_CONF,derived,boolean,,timeless,aggregate,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,value,yes,,,,,,,
CONFIDENCE,derived,classification,,timeless,trajectory,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,distance,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,spread,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,efficiency,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,bandTouch,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,classifyZone,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,maxShare,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,rank,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,crossDetect,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,count,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,nearestZoneType,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,nearestZoneRange,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,nearestZoneDist,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,nearestZoneAge,no,,,,,,,
CONFIDENCE,derived,classification,,timeless,aggregate,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,value,yes,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,trajectory,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,distance,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,spread,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,efficiency,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,bandTouch,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,classifyZone,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,maxShare,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,rank,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,crossDetect,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,count,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,nearestZoneType,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,nearestZoneRange,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,nearestZoneDist,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,nearestZoneAge,no,,,,,,,
PERP_SPOT_FLOW,derived,classification,,timeless,aggregate,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,value,yes,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,trajectory,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,distance,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,spread,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,efficiency,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,bandTouch,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,classifyZone,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,maxShare,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,rank,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,crossDetect,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,count,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,nearestZoneType,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,nearestZoneRange,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,nearestZoneDist,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,nearestZoneAge,no,,,,,,,
PERP_SPOT_STRENGTH,derived,classification,,timeless,aggregate,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,value,yes,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,trajectory,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,distance,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,spread,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,efficiency,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,bandTouch,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,classifyZone,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,maxShare,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,rank,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,crossDetect,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,count,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,nearestZoneType,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,nearestZoneRange,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,nearestZoneDist,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,nearestZoneAge,no,,,,,,,
PERP_SPOT_CONFIRMS,derived,boolean,,timeless,aggregate,no,,,,,,,
